hex,lat,lon,n_focos,brillo_medio,brillo_max,frp_medio,frp_max,brillo_t31_medio,pct_noche,pct_verano,pct_conf_alta,n_anios_activo,mes_pico,elevacion,temp_media,precip_anual,viento_medio,humedad_relativa,cobertura_veg,dist_asentamiento_km,dist_ruta_km
85c320b3fffffff,-44.294,-66.075,1.0,336.72,336.72,0.93,0.93,299.65,0.0,0.0,0.0,1.0,3.0,337.0,11.46,229.95,6.45,57.58,matorral,62.843,6.762
85c32103fffffff,-43.449,-65.871,3.0,334.963,336.98,2.95,4.75,306.993,0.0,0.333,0.0,2.0,3.0,77.0,12.56,240.9,6.15,56.97,matorral,20.273,9.869
85c32107fffffff,-43.306,-65.915,5.0,342.85,351.1,6.73,12.85,300.44,0.0,0.2,0.0,3.0,3.0,92.0,12.56,240.9,6.15,56.97,matorral,16.591,3.946
85c3210ffffffff,-43.357,-65.744,11.0,337.971,367.0,10.232,74.1,304.06,0.0,0.273,0.091,7.0,9.0,29.0,12.56,240.9,6.15,56.97,matorral,6.109,6.217
85c32113fffffff,-43.54,-65.997,4.0,341.805,349.66,9.472,14.63,291.408,0.0,0.0,0.0,1.0,11.0,92.0,12.56,240.9,6.15,56.97,otro_0,34.66,13.172
85c32133fffffff,-43.164,-65.96,1.0,335.81,335.81,1.7,1.7,309.17,0.0,0.0,0.0,1.0,11.0,173.0,13.42,240.9,6.01,53.22,matorral,25.779,19.531
85c32153fffffff,-43.783,-65.608,1.0,329.79,329.79,1.94,1.94,289.47,0.0,0.0,0.0,1.0,8.0,259.0,12.56,240.9,6.15,56.97,matorral,53.449,8.525
85c32163fffffff,-43.317,-65.449,28.0,333.892,367.0,12.593,92.66,293.907,0.179,0.036,0.036,10.0,8.0,13.0,12.56,240.9,6.15,56.97,matorral,4.625,4.381
85c32167fffffff,-43.175,-65.494,1.0,342.26,342.26,0.44,0.44,307.02,0.0,0.0,0.0,1.0,11.0,152.0,12.56,240.9,6.15,56.97,matorral,12.678,11.613
85c3216bfffffff,-43.367,-65.278,10.0,341.416,367.0,79.259,122.81,312.798,0.0,0.0,0.4,1.0,3.0,153.0,12.56,240.9,6.15,56.97,matorral,12.526,3.459
85c3216ffffffff,-43.226,-65.324,59.0,330.575,354.27,3.671,28.43,295.642,0.22,0.356,0.0,11.0,1.0,40.0,12.56,240.9,6.15,56.97,matorral,2.962,1.615
85c32173fffffff,-43.408,-65.574,3.0,332.083,334.92,6.22,8.76,293.443,0.0,0.0,0.0,2.0,6.0,153.0,12.56,240.9,6.15,56.97,matorral,14.303,13.529
85c32177fffffff,-43.266,-65.619,17.0,325.275,340.86,3.414,8.56,288.341,0.294,0.0,0.0,8.0,9.0,97.0,12.56,240.9,6.15,56.97,matorral,8.749,1.888
85c3217bfffffff,-43.458,-65.403,1.0,349.62,349.62,50.2,50.2,318.92,0.0,1.0,0.0,1.0,2.0,211.0,12.56,240.9,6.15,56.97,matorral,20.071,0.922
85c32183fffffff,-43.58,-66.297,7.0,326.373,367.0,20.924,48.96,296.756,0.0,0.0,0.143,3.0,8.0,170.0,12.41,233.6,6.16,55.02,matorral,56.261,4.209
85c32197fffffff,-43.528,-66.47,1.0,334.42,334.42,0.13,0.13,302.65,0.0,1.0,0.0,1.0,12.0,226.0,12.41,233.6,6.16,55.02,matorral,66.143,6.454
85c321cbfffffff,-43.875,-65.735,1.0,343.38,343.38,0.06,0.06,283.84,0.0,0.0,0.0,1.0,8.0,275.0,11.81,240.9,6.54,58.35,matorral,63.04,7.044
85c321d3fffffff,-43.916,-66.036,2.0,332.65,335.06,1.855,1.89,296.72,0.0,0.0,0.0,1.0,10.0,300.0,11.81,240.9,6.54,58.35,matorral,72.504,11.262
85c3242bfffffff,-44.766,-66.245,8.0,321.674,352.93,3.93,13.2,278.78,0.5,0.0,0.0,2.0,6.0,233.0,11.02,233.6,6.75,58.18,matorral,42.197,28.358
85c3242ffffffff,-44.623,-66.29,1.0,337.47,337.47,0.44,0.44,302.25,0.0,1.0,0.0,1.0,1.0,396.0,11.02,233.6,6.75,58.18,matorral,49.635,16.442
85c32467fffffff,-44.816,-66.069,14.0,347.178,367.0,19.38,83.83,312.066,0.143,1.0,0.143,1.0,2.0,175.0,12.12,255.5,6.95,62.84,matorral,28.154,42.784
85c32493fffffff,-45.325,-67.046,1.0,330.69,330.69,0.39,0.39,303.75,0.0,0.0,0.0,1.0,11.0,43.0,11.05,251.85,6.86,60.99,suelo_desnudo,66.138,19.386
85c32497fffffff,-45.18,-67.09,23.0,352.037,367.0,68.403,215.38,307.72,0.0,1.0,0.261,1.0,1.0,437.0,11.05,251.85,6.86,60.99,matorral,79.093,7.141
85c324abfffffff,-44.901,-66.687,2.0,330.105,330.32,3.455,4.27,283.725,0.0,0.0,0.0,2.0,8.0,248.0,11.05,251.85,6.86,60.99,matorral,77.773,7.553
85c32557fffffff,-44.284,-66.555,1.0,333.0,333.0,3.34,3.34,303.43,0.0,0.0,0.0,1.0,11.0,386.0,11.02,233.6,6.75,58.18,matorral,87.846,23.239
85c32573fffffff,-44.049,-66.468,1.0,333.61,333.61,0.32,0.32,301.7,0.0,1.0,0.0,1.0,12.0,271.0,11.46,229.95,6.45,57.58,pastizal,102.482,34.656
85c325a7fffffff,-43.696,-67.207,1.0,344.52,344.52,5.89,5.89,306.79,0.0,1.0,0.0,1.0,1.0,376.0,11.43,222.65,6.28,57.46,matorral,128.471,1.178
85c325b7fffffff,-43.787,-67.34,5.0,320.464,343.47,3.22,9.2,294.492,0.8,0.8,0.0,2.0,1.0,240.0,11.43,222.65,6.28,57.46,suelo_desnudo,141.969,6.619
85c325c7fffffff,-44.325,-66.862,1.0,327.16,327.16,0.42,0.42,277.02,0.0,0.0,0.0,1.0,4.0,194.0,10.9,233.6,6.44,59.35,pastizal,105.262,39.788
85c325d7fffffff,-44.417,-66.995,1.0,334.76,334.76,0.58,0.58,303.45,0.0,0.0,0.0,1.0,3.0,337.0,10.9,233.6,6.44,59.35,pastizal,110.13,41.605
85c326a7fffffff,-45.059,-65.669,7.0,331.011,355.07,5.587,9.57,293.546,0.286,1.0,0.0,1.0,1.0,0.0,12.33,343.1,7.0,65.29,agua,29.255,84.15
85c32807fffffff,-41.69,-65.363,20.0,328.578,351.15,9.372,32.0,292.52,0.3,0.1,0.0,5.0,10.0,235.0,13.4,266.45,6.17,52.38,matorral,9.125,3.875
85c3280bfffffff,-41.881,-65.154,3.0,333.35,340.02,2.563,3.28,294.6,0.0,0.0,0.0,2.0,4.0,74.0,13.4,266.45,6.17,52.38,matorral,34.771,11.576
85c3280ffffffff,-41.741,-65.199,115.0,347.706,367.0,32.027,156.73,305.63,0.122,0.757,0.113,2.0,1.0,144.0,13.4,266.45,6.17,52.38,matorral,19.801,8.047
85c3281bfffffff,-41.97,-65.274,1.0,327.98,327.98,6.79,6.79,283.82,0.0,0.0,0.0,1.0,7.0,148.0,13.4,266.45,6.17,52.38,matorral,40.93,2.965
85c3282bfffffff,-41.512,-65.124,15.0,345.923,367.0,19.206,47.46,300.983,0.0,0.4,0.2,5.0,1.0,92.0,14.45,339.45,6.1,61.16,matorral,21.933,18.891
85c32833fffffff,-41.549,-65.408,1.0,332.31,332.31,3.15,3.15,297.27,0.0,0.0,0.0,1.0,9.0,230.0,14.45,339.45,6.1,61.16,matorral,7.476,3.393
85c3283bfffffff,-41.601,-65.243,8.0,333.32,367.0,3.731,6.8,296.718,0.375,0.5,0.25,4.0,1.0,162.0,14.45,339.45,6.1,61.16,matorral,9.319,9.276
85c32843fffffff,-42.071,-64.943,11.0,339.198,367.0,56.584,358.05,309.686,0.364,1.0,0.182,2.0,12.0,0.0,14.14,346.75,6.33,60.82,agua,61.964,26.262
85c32853fffffff,-42.161,-65.063,311.0,334.817,367.0,49.62,691.06,297.35,0.698,1.0,0.119,3.0,12.0,40.0,14.14,346.75,6.33,60.82,matorral,66.189,13.025
85c32857fffffff,-42.021,-65.109,40.0,355.69,367.0,57.03,146.4,320.485,0.0,1.0,0.125,1.0,1.0,16.0,14.14,346.75,6.33,60.82,matorral,50.382,15.305
85c3285bfffffff,-42.211,-64.897,74.0,325.484,367.0,15.476,43.25,288.101,1.0,1.0,0.108,1.0,12.0,56.0,14.14,346.75,6.33,60.82,pastizal,62.059,25.192
85c32867fffffff,-41.563,-64.96,1.0,336.54,336.54,4.16,4.16,285.83,0.0,0.0,0.0,1.0,6.0,0.0,14.45,339.45,6.1,61.16,agua,33.295,32.358
85c32873fffffff,-41.792,-65.034,57.0,340.947,367.0,41.82,303.22,309.321,0.421,1.0,0.105,1.0,1.0,27.0,14.45,339.45,6.1,61.16,agua,33.74,20.942
85c32877fffffff,-41.652,-65.079,252.0,337.966,367.0,24.608,219.66,305.354,0.655,0.976,0.103,6.0,1.0,40.0,14.45,339.45,6.1,61.16,matorral,23.551,20.128
85c3288bfffffff,-42.008,-65.561,3.0,332.263,336.09,39.293,59.57,291.063,0.0,0.0,0.0,1.0,7.0,246.0,13.4,266.45,6.17,52.38,matorral,47.457,20.999
85c32897fffffff,-41.904,-65.894,1.0,330.8,330.8,0.59,0.59,299.74,0.0,0.0,0.0,1.0,10.0,389.0,13.4,266.45,6.17,52.38,matorral,55.147,48.435
85c328a3fffffff,-41.586,-65.693,3.0,330.847,333.62,2.683,3.18,294.943,0.0,0.0,0.0,1.0,5.0,340.0,13.7,277.4,5.91,51.78,matorral,27.712,27.017
85c328a7fffffff,-41.446,-65.737,1.0,337.87,337.87,4.01,4.01,306.92,0.0,1.0,0.0,1.0,2.0,303.0,13.7,277.4,5.91,51.78,matorral,36.082,31.601
85c328abfffffff,-41.638,-65.528,1.0,330.72,330.72,1.83,1.83,288.28,0.0,0.0,0.0,1.0,8.0,315.0,13.7,277.4,5.91,51.78,matorral,14.253,14.647
85c328affffffff,-41.498,-65.572,2.0,342.33,343.9,4.83,6.47,306.5,0.0,0.0,0.0,1.0,10.0,263.0,13.7,277.4,5.91,51.78,matorral,21.354,18.146
85c328b3fffffff,-41.675,-65.815,8.0,341.847,367.0,25.978,43.45,311.991,0.0,0.125,0.0,4.0,10.0,421.0,13.7,277.4,5.91,51.78,matorral,38.457,38.864
85c328b7fffffff,-41.534,-65.858,9.0,355.456,367.0,7.873,16.2,301.778,0.0,0.556,0.444,3.0,2.0,346.0,13.7,277.4,5.91,51.78,matorral,42.194,40.842
85c328c3fffffff,-42.2,-65.351,1.0,331.13,331.13,0.29,0.29,280.1,0.0,0.0,0.0,1.0,8.0,140.0,13.4,266.45,6.17,52.38,matorral,65.807,9.633
85c328cbfffffff,-42.25,-65.184,104.0,347.119,367.0,24.919,260.76,304.934,0.154,0.971,0.144,3.0,2.0,35.0,13.4,266.45,6.17,52.38,matorral,57.712,1.159
85c328cffffffff,-42.11,-65.229,26.0,351.074,367.0,31.222,73.4,313.752,0.077,0.577,0.192,2.0,1.0,109.0,13.4,266.45,6.17,52.38,matorral,56.927,4.417
85c328dbfffffff,-42.34,-65.306,17.0,349.433,367.0,19.116,49.81,313.222,0.0,0.588,0.118,2.0,1.0,85.0,13.4,266.45,6.17,52.38,matorral,51.323,9.304
85c3290ffffffff,-40.763,-65.507,2.0,337.865,343.29,4.34,6.38,308.27,0.0,0.0,0.0,2.0,9.0,176.0,14.26,277.4,5.33,51.87,matorral,35.892,7.911
85c32913fffffff,-40.937,-65.746,9.0,331.51,337.13,3.031,9.78,289.719,0.0,0.0,0.0,5.0,6.0,243.0,14.26,277.4,5.33,51.87,matorral,45.674,8.462
85c3291bfffffff,-40.99,-65.583,2.0,335.675,337.22,0.265,0.33,307.02,0.0,0.5,0.0,1.0,1.0,195.0,14.26,277.4,5.33,51.87,matorral,46.368,15.407
85c32923fffffff,-40.484,-65.593,58.0,330.845,367.0,11.759,52.31,298.895,0.81,1.0,0.034,3.0,1.0,170.0,15.29,270.1,4.92,50.45,matorral,53.163,39.311
85c3292bfffffff,-40.536,-65.432,57.0,342.195,367.0,17.292,62.64,302.268,0.579,1.0,0.158,1.0,1.0,113.0,15.29,270.1,4.92,50.45,matorral,42.144,27.479
85c3293bfffffff,-40.623,-65.55,97.0,347.257,367.0,32.943,174.79,311.43,0.32,1.0,0.124,1.0,1.0,173.0,15.29,270.1,4.92,50.45,matorral,44.345,23.694
85c32943fffffff,-41.094,-65.257,1.0,349.71,349.71,0.51,0.51,309.72,0.0,1.0,0.0,1.0,1.0,121.0,14.77,324.85,5.73,60.38,matorral,34.672,11.169
85c32947fffffff,-40.954,-65.301,3.0,343.007,367.0,3.63,4.89,298.763,0.0,0.333,0.333,2.0,9.0,156.0,14.77,324.85,5.73,60.38,matorral,24.193,8.285
85c3295bfffffff,-41.233,-65.213,1.0,349.8,349.8,0.17,0.17,279.46,0.0,0.0,0.0,1.0,8.0,147.0,14.77,324.85,5.73,60.38,matorral,43.129,13.783
85c32963fffffff,-40.728,-65.227,64.0,347.068,367.0,32.659,180.44,315.7,0.141,0.719,0.094,4.0,1.0,54.0,15.35,288.35,5.1,52.84,matorral,14.945,3.37
85c3296bfffffff,-40.779,-65.065,205.0,340.303,367.0,22.841,195.58,305.061,0.298,0.805,0.132,12.0,1.0,31.0,15.35,288.35,5.1,52.84,agua,3.806,3.853
85c3296ffffffff,-40.64,-65.109,35.0,309.779,330.95,2.919,6.53,271.835,0.971,0.971,0.0,2.0,12.0,64.0,15.35,288.35,5.1,52.84,matorral,17.331,11.617
85c32973fffffff,-40.815,-65.345,45.0,357.315,367.0,48.822,119.05,315.508,0.0,0.2,0.311,4.0,3.0,170.0,15.35,288.35,5.1,52.84,matorral,21.816,0.146
85c32977fffffff,-40.675,-65.388,11.0,346.615,367.0,8.469,14.62,307.525,0.0,0.455,0.091,3.0,12.0,165.0,15.35,288.35,5.1,52.84,matorral,29.55,11.914
85c3297bfffffff,-40.867,-65.183,6.0,334.56,367.0,9.57,21.45,297.74,0.667,1.0,0.333,1.0,1.0,108.0,15.35,288.35,5.1,52.84,matorral,10.312,12.41
85c32987fffffff,-40.831,-66.072,3.0,345.443,349.89,5.41,7.14,314.213,0.0,0.333,0.0,2.0,10.0,249.0,13.3,248.2,5.48,50.11,matorral,18.723,7.222
85c3298bfffffff,-41.025,-65.866,28.0,341.904,367.0,37.5,102.35,307.386,0.0,0.0,0.25,2.0,11.0,296.0,13.3,248.2,5.48,50.11,matorral,46.025,18.773
85c3298ffffffff,-40.884,-65.908,5.0,335.34,347.21,27.092,116.44,294.486,0.0,0.2,0.0,3.0,7.0,278.0,13.3,248.2,5.48,50.11,matorral,31.549,6.249
85c32993fffffff,-41.059,-66.151,1.0,330.68,330.68,2.01,2.01,293.36,0.0,0.0,0.0,1.0,8.0,487.0,13.3,248.2,5.48,50.11,matorral,42.247,32.7
85c32997fffffff,-40.918,-66.193,11.0,342.674,367.0,4.55,14.69,304.727,0.0,0.364,0.182,6.0,1.0,342.0,13.3,248.2,5.48,50.11,matorral,26.699,21.071
85c3299bfffffff,-41.112,-65.987,24.0,339.534,367.0,6.868,18.85,296.035,0.0,0.042,0.042,9.0,3.0,390.0,13.3,248.2,5.48,50.11,matorral,50.455,31.523
85c329a3fffffff,-40.604,-65.993,4.0,343.628,367.0,4.985,9.35,297.12,0.0,0.0,0.25,3.0,8.0,116.0,14.86,251.85,4.92,49.39,matorral,16.776,15.913
85c329abfffffff,-40.657,-65.831,1.0,354.42,354.42,0.07,0.07,288.85,0.0,0.0,0.0,1.0,6.0,189.0,14.86,251.85,4.92,49.39,matorral,28.449,18.256
85c329b3fffffff,-40.691,-66.114,7.0,335.601,342.61,17.536,39.35,295.227,0.0,0.286,0.0,4.0,7.0,186.0,14.86,251.85,4.92,49.39,matorral,4.632,1.915
85c329bbfffffff,-40.744,-65.951,3.0,340.887,346.04,7.953,12.06,307.153,0.0,0.0,0.0,2.0,9.0,148.0,14.86,251.85,4.92,49.39,matorral,19.589,5.249
85c329c3fffffff,-41.217,-65.659,4.0,340.477,344.74,9.805,17.94,301.0,0.0,0.0,0.0,1.0,9.0,257.0,14.26,277.4,5.33,51.87,matorral,49.976,23.471
85c329c7fffffff,-41.077,-65.702,4.0,344.412,350.44,5.24,6.06,291.528,0.0,0.0,0.0,2.0,10.0,238.0,14.26,277.4,5.33,51.87,matorral,59.078,24.346
85c329d3fffffff,-41.305,-65.78,3.0,340.06,344.05,4.34,6.96,309.223,0.0,1.0,0.0,2.0,2.0,309.0,14.26,277.4,5.33,51.87,matorral,48.464,34.209
85c329d7fffffff,-41.165,-65.823,3.0,345.823,348.48,7.77,10.11,299.48,0.0,0.333,0.0,2.0,8.0,352.0,14.26,277.4,5.33,51.87,matorral,61.266,33.777
85c329dbfffffff,-41.357,-65.616,2.0,361.795,367.0,12.94,15.82,298.995,0.0,1.0,0.5,1.0,2.0,256.0,14.26,277.4,5.33,51.87,matorral,34.944,20.871
85c32a43fffffff,-42.415,-63.786,1.0,340.37,340.37,0.07,0.07,287.53,0.0,0.0,0.0,1.0,5.0,54.0,13.39,357.7,6.37,65.57,matorral,44.141,108.612
85c32a93fffffff,-42.401,-64.685,106.0,333.994,367.0,15.889,127.0,288.542,0.66,1.0,0.028,1.0,1.0,50.0,13.7,284.7,6.39,63.56,matorral,38.298,37.83
85c32a97fffffff,-42.261,-64.731,271.0,351.873,367.0,29.165,230.41,306.039,0.103,1.0,0.417,1.0,1.0,83.0,13.7,284.7,6.39,63.56,matorral,50.67,38.436
85c32adbfffffff,-42.687,-64.139,1.0,330.71,330.71,0.92,0.92,305.43,0.0,1.0,0.0,1.0,12.0,64.0,13.7,284.7,6.39,63.56,pastizal,17.372,74.084
85c32b23fffffff,-40.845,-64.465,3.0,329.153,330.31,4.237,5.74,291.4,0.0,0.0,0.0,2.0,8.0,104.0,14.74,346.75,6.1,64.85,matorral,41.956,15.099
85c32b27fffffff,-40.707,-64.51,1.0,332.54,332.54,0.3,0.3,295.25,0.0,1.0,0.0,1.0,12.0,107.0,14.74,346.75,6.1,64.85,matorral,36.253,0.29
85c32b2bfffffff,-40.895,-64.304,81.0,339.579,367.0,12.695,70.79,295.165,0.062,0.0,0.111,11.0,8.0,82.0,14.74,346.75,6.1,64.85,matorral,56.599,20.867
85c32b2ffffffff,-40.757,-64.35,78.0,338.916,367.0,19.73,90.58,282.948,0.167,0.821,0.064,5.0,12.0,104.0,14.74,346.75,6.1,64.85,matorral,49.81,5.491
85c32b37fffffff,-40.794,-64.626,79.0,332.528,367.0,9.479,58.04,299.618,0.481,0.949,0.025,3.0,1.0,41.0,14.74,346.75,6.1,64.85,matorral,27.326,7.271
85c32b67fffffff,-40.945,-64.143,90.0,329.911,367.0,6.203,16.42,288.919,0.756,0.756,0.133,5.0,12.0,32.0,14.74,346.75,6.1,64.85,matorral,69.521,25.68
85c32b6ffffffff,-40.994,-63.983,1.0,335.65,335.65,1.03,1.03,310.58,0.0,1.0,0.0,1.0,2.0,55.0,14.74,346.75,6.1,64.85,matorral,66.134,31.225
85c32ba7fffffff,-40.831,-64.904,403.0,301.603,351.79,0.978,17.48,283.886,0.993,0.29,0.0,12.0,2.0,0.0,14.77,324.85,5.73,60.38,agua,11.556,3.62
85c32c0ffffffff,-42.365,-66.054,1.0,335.72,335.72,0.36,0.36,308.7,0.0,1.0,0.0,1.0,12.0,312.0,13.2,233.6,6.21,50.4,matorral,93.913,68.811
85c32c13fffffff,-42.544,-66.304,2.0,314.115,319.31,1.97,2.28,293.18,1.0,1.0,0.0,1.0,2.0,334.0,13.2,233.6,6.21,50.4,matorral,97.762,93.586
85c32c1bfffffff,-42.596,-66.136,1.0,346.49,346.49,9.66,9.66,320.63,0.0,1.0,0.0,1.0,1.0,232.0,13.2,233.6,6.21,50.4,matorral,86.348,82.722
85c32c27fffffff,-41.94,-66.184,7.0,333.066,351.01,5.333,9.25,287.31,0.143,0.0,0.0,4.0,8.0,511.0,12.33,233.6,6.25,51.38,matorral,77.688,72.221
85c32c43fffffff,-42.7,-65.798,1.0,327.13,327.13,0.07,0.07,281.12,0.0,0.0,0.0,1.0,6.0,132.0,13.62,240.9,6.19,51.68,matorral,62.199,56.02
85c32c53fffffff,-42.79,-65.923,1.0,331.91,331.91,0.43,0.43,293.9,0.0,0.0,0.0,1.0,4.0,138.0,13.62,240.9,6.19,51.68,matorral,60.091,57.318
85c32c7bfffffff,-42.469,-65.718,1.0,348.67,348.67,0.04,0.04,288.31,0.0,0.0,0.0,1.0,5.0,214.0,13.62,240.9,6.19,51.68,matorral,64.154,45.851
85c32c97fffffff,-42.528,-66.769,1.0,340.01,340.01,3.98,3.98,301.95,0.0,0.0,0.0,1.0,10.0,300.0,12.58,215.35,6.16,50.25,matorral,122.446,114.228
85c32cabfffffff,-42.26,-66.39,1.0,338.85,338.85,8.2,8.2,287.0,0.0,0.0,0.0,1.0,7.0,445.0,12.33,233.6,6.25,51.38,matorral,111.925,92.222
85c32cd7fffffff,-42.776,-66.388,1.0,295.26,295.26,0.12,0.12,284.93,1.0,1.0,0.0,1.0,12.0,196.0,13.47,233.6,5.9,51.83,matorral,80.859,73.952
85c32d1bfffffff,-41.604,-66.435,15.0,338.286,356.94,6.402,22.86,293.501,0.0,0.267,0.0,5.0,5.0,658.0,11.83,244.55,6.49,52.08,pastizal,89.473,88.906
85c32d27fffffff,-40.952,-66.478,11.0,346.206,367.0,14.069,30.65,310.288,0.0,0.182,0.091,4.0,11.0,558.0,13.3,248.2,5.48,50.11,matorral,40.177,38.795
85c32d2bfffffff,-41.146,-66.273,1.0,337.4,337.4,6.22,6.22,307.32,0.0,0.0,0.0,1.0,4.0,514.0,13.3,248.2,5.48,50.11,matorral,52.704,45.844
85c32d2ffffffff,-41.006,-66.315,2.0,338.525,346.72,2.175,2.57,299.33,0.0,0.0,0.0,1.0,4.0,509.0,13.3,248.2,5.48,50.11,matorral,38.386,35.058
85c32d37fffffff,-41.039,-66.601,6.0,339.558,343.74,3.603,5.18,303.793,0.0,0.333,0.0,5.0,12.0,597.0,13.3,248.2,5.48,50.11,pastizal,54.287,51.44
85c32d3bfffffff,-41.234,-66.395,9.0,338.03,356.64,5.508,26.28,305.529,0.0,0.444,0.0,3.0,2.0,758.0,13.3,248.2,5.48,50.11,pastizal,64.602,59.469
85c32d47fffffff,-41.569,-66.146,4.0,359.155,367.0,12.33,13.89,304.718,0.0,1.0,0.75,1.0,2.0,610.0,11.83,244.55,6.49,52.08,matorral,65.51,64.692
85c32d4ffffffff,-41.622,-65.98,1.0,341.98,341.98,6.56,6.56,311.52,0.0,0.0,0.0,1.0,11.0,399.0,11.83,244.55,6.49,52.08,matorral,51.569,51.248
85c32d53fffffff,-41.799,-66.226,1.0,340.47,340.47,8.63,8.63,310.89,0.0,0.0,0.0,1.0,11.0,607.0,11.83,244.55,6.49,52.08,pastizal,75.04,75.263
85c32d57fffffff,-41.658,-66.269,2.0,343.14,345.78,8.67,11.54,307.04,0.0,0.5,0.0,2.0,2.0,519.0,11.83,244.55,6.49,52.08,matorral,75.8,75.615
85c32d63fffffff,-41.34,-66.066,3.0,341.16,352.67,6.32,8.11,288.003,0.0,0.0,0.0,1.0,5.0,561.0,11.83,244.55,6.49,52.08,matorral,65.889,57.398
85c32d67fffffff,-41.2,-66.108,7.0,323.791,349.55,2.537,7.06,294.09,0.286,0.429,0.0,4.0,2.0,427.0,11.83,244.55,6.49,52.08,matorral,58.063,44.797
85c32d6ffffffff,-41.253,-65.944,6.0,323.12,344.0,3.215,7.89,289.867,0.333,0.333,0.0,4.0,1.0,446.0,11.83,244.55,6.49,52.08,matorral,62.654,44.937
85c32d73fffffff,-41.428,-66.188,10.0,339.244,353.26,4.672,11.87,302.665,0.0,0.3,0.0,5.0,1.0,474.0,11.83,244.55,6.49,52.08,pastizal,71.819,69.176
85c32d77fffffff,-41.287,-66.231,2.0,333.35,337.36,3.1,3.31,279.83,0.0,0.0,0.0,2.0,6.0,633.0,11.83,244.55,6.49,52.08,pastizal,67.809,58.472
85c32d7bfffffff,-41.481,-66.023,3.0,331.693,335.57,3.913,5.32,287.397,0.0,0.0,0.0,2.0,8.0,417.0,11.83,244.55,6.49,52.08,matorral,56.946,55.277
85c32d83fffffff,-41.585,-66.892,1.0,351.41,351.41,8.57,8.57,311.55,0.0,1.0,0.0,1.0,1.0,1225.0,8.76,215.35,6.94,58.21,pastizal,106.127,115.496
85c32d8bfffffff,-41.639,-66.726,1.0,350.26,350.26,3.8,3.8,285.58,0.0,0.0,0.0,1.0,8.0,985.0,8.76,215.35,6.94,58.21,pastizal,113.743,112.238
85c32d9bfffffff,-41.727,-66.851,1.0,296.5,296.5,0.04,0.04,274.37,1.0,0.0,0.0,1.0,3.0,1095.0,8.76,215.35,6.94,58.21,pastizal,109.22,124.69
85c32da3fffffff,-41.213,-66.849,1.0,326.68,326.68,2.03,2.03,292.94,0.0,0.0,0.0,1.0,9.0,1052.0,11.65,222.65,5.89,52.25,pastizal,82.665,77.867
85c32dabfffffff,-41.268,-66.684,1.0,332.42,332.42,3.12,3.12,303.61,0.0,1.0,0.0,1.0,2.0,1092.0,11.65,222.65,5.89,52.25,pastizal,78.584,77.483
85c32db3fffffff,-41.301,-66.974,1.0,329.38,329.38,0.62,0.62,264.85,1.0,1.0,0.0,1.0,12.0,1230.0,11.65,222.65,5.89,52.25,pastizal,91.369,91.018
85c32dc3fffffff,-41.834,-66.517,4.0,345.462,352.21,20.732,66.28,305.4,0.0,0.25,0.0,2.0,3.0,585.0,12.33,233.6,6.25,51.38,matorral,99.402,99.673
85c32dc7fffffff,-41.693,-66.559,11.0,333.005,348.26,9.802,36.11,290.7,0.091,0.0,0.0,6.0,8.0,822.0,12.33,233.6,6.25,51.38,pastizal,100.211,100.097
85c32dcbfffffff,-41.888,-66.35,2.0,331.165,331.56,3.37,4.78,295.54,0.0,0.5,0.0,2.0,1.0,535.0,12.33,233.6,6.25,51.38,pastizal,87.918,86.357
85c32dcffffffff,-41.746,-66.393,2.0,328.66,329.62,2.885,3.6,287.75,0.0,0.0,0.0,2.0,3.0,737.0,12.33,233.6,6.25,51.38,pastizal,87.222,87.508
85c32dd7fffffff,-41.781,-66.684,4.0,335.228,347.99,6.645,14.38,296.268,0.0,0.0,0.0,3.0,9.0,762.0,12.33,233.6,6.25,51.38,pastizal,111.767,112.014
85c32e03fffffff,-42.812,-65.001,4.0,318.635,340.6,1.878,3.61,291.252,0.5,0.75,0.0,4.0,2.0,75.0,13.49,244.55,6.31,59.55,matorral,5.667,8.236
85c32e07fffffff,-42.672,-65.047,119.0,317.139,367.0,4.688,24.07,287.239,0.874,0.731,0.034,11.0,2.0,93.0,13.49,244.55,6.31,59.55,matorral,9.734,3.904
85c32e17fffffff,-42.762,-65.169,39.0,341.975,367.0,18.122,167.45,293.912,0.256,0.308,0.205,5.0,4.0,139.0,13.49,244.55,6.31,59.55,matorral,10.348,4.141
85c32e1bfffffff,-42.953,-64.955,1.0,335.24,335.24,0.25,0.25,297.3,0.0,0.0,0.0,1.0,3.0,95.0,13.49,244.55,6.31,59.55,matorral,21.562,16.658
85c32e23fffffff,-42.441,-64.972,45.0,330.161,367.0,17.117,43.04,294.063,0.756,1.0,0.156,1.0,1.0,96.0,13.8,248.2,6.17,56.05,matorral,35.822,13.932
85c32e27fffffff,-42.301,-65.018,130.0,330.883,367.0,14.748,75.72,296.179,0.723,1.0,0.054,2.0,12.0,103.0,13.8,248.2,6.17,56.05,pastizal,50.962,14.685
85c32e2bfffffff,-42.491,-64.805,8.0,349.879,367.0,16.67,43.69,277.445,0.5,1.0,0.375,1.0,1.0,102.0,13.8,248.2,6.17,56.05,matorral,35.61,25.477
85c32e2ffffffff,-42.351,-64.851,338.0,338.402,367.0,19.986,130.7,295.41,0.601,1.0,0.124,1.0,1.0,88.0,13.8,248.2,6.17,56.05,matorral,47.997,26.312
