hex,lat,lon,n_focos,brillo_medio,brillo_max,frp_medio,frp_max,brillo_t31_medio,pct_noche,pct_verano,pct_conf_alta,n_anios_activo,mes_pico,elevacion,temp_media,precip_anual,viento_medio,humedad_relativa,cobertura_veg,dist_asentamiento_km,dist_ruta_km
85c3707bfffffff,-39.296,-64.683,43.0,338.772,367.0,7.235,33.99,299.351,0.256,0.256,0.14,7.0,4.0,148.0,15.68,317.55,5.03,50.72,matorral,60.832,20.938
85c37083fffffff,-39.394,-65.497,36.0,331.766,367.0,9.121,56.71,293.892,0.417,0.333,0.056,11.0,1.0,187.0,15.64,255.5,5.01,49.33,matorral,14.178,13.324
85c37087fffffff,-39.255,-65.539,97.0,344.39,367.0,26.477,169.38,307.975,0.041,0.412,0.175,9.0,3.0,195.0,15.64,255.5,5.01,49.33,matorral,11.21,0.822
85c3708bfffffff,-39.447,-65.339,50.0,348.187,367.0,15.864,48.85,310.89,0.1,0.94,0.22,2.0,1.0,175.0,15.64,255.5,5.01,49.33,matorral,23.726,23.181
85c3708ffffffff,-39.309,-65.382,8.0,341.209,356.24,6.214,9.99,296.846,0.0,0.0,0.0,2.0,10.0,194.0,15.64,255.5,5.01,49.33,matorral,23.705,8.071
85c37093fffffff,-39.479,-65.613,868.0,335.092,367.0,10.427,294.23,294.382,0.219,0.232,0.073,12.0,8.0,123.0,15.64,255.5,5.01,49.33,cultivo,0.94,0.391
85c37097fffffff,-39.34,-65.655,438.0,335.515,367.0,9.441,89.12,295.197,0.158,0.203,0.066,12.0,9.0,130.0,15.64,255.5,5.01,49.33,matorral,4.494,4.749
85c3709bfffffff,-39.532,-65.455,122.0,336.16,367.0,11.054,81.5,291.703,0.336,0.197,0.148,12.0,9.0,164.0,15.64,255.5,5.01,49.33,matorral,14.263,10.033
85c370a3fffffff,-39.033,-65.466,2.0,346.57,349.19,5.73,11.0,316.33,0.0,1.0,0.0,2.0,1.0,202.0,15.76,255.5,5.01,49.47,matorral,30.203,23.418
85c370a7fffffff,-38.895,-65.508,2.0,354.835,367.0,8.105,9.75,292.45,0.0,0.0,0.5,2.0,3.0,198.0,15.76,255.5,5.01,49.47,matorral,39.558,39.145
85c370abfffffff,-39.086,-65.309,11.0,336.643,341.12,3.581,8.82,298.231,0.0,0.091,0.0,4.0,10.0,189.0,15.76,255.5,5.01,49.47,matorral,38.105,14.512
85c370affffffff,-38.949,-65.351,196.0,339.328,367.0,41.529,248.83,306.501,0.454,0.959,0.184,3.0,12.0,193.0,15.76,255.5,5.01,49.47,matorral,43.812,30.229
85c370b3fffffff,-39.117,-65.581,9.0,344.543,356.59,13.479,33.88,310.837,0.0,0.667,0.0,4.0,12.0,203.0,15.76,255.5,5.01,49.47,matorral,16.609,16.085
85c370bbfffffff,-39.171,-65.424,7.0,328.786,346.35,3.426,7.25,297.431,0.286,0.429,0.0,3.0,2.0,193.0,15.76,255.5,5.01,49.47,matorral,24.566,7.679
85c370c3fffffff,-39.637,-65.138,34.0,346.964,367.0,30.441,103.05,307.46,0.265,1.0,0.206,1.0,2.0,159.0,15.6,281.05,5.11,50.26,matorral,43.9,27.811
85c370c7fffffff,-39.499,-65.181,7.0,347.549,367.0,47.133,175.72,306.464,0.143,0.857,0.429,2.0,1.0,168.0,15.6,281.05,5.11,50.26,matorral,36.925,30.454
85c370cbfffffff,-39.69,-64.98,345.0,348.76,367.0,32.794,434.85,319.53,0.249,0.922,0.293,6.0,12.0,143.0,15.6,281.05,5.11,50.26,matorral,58.681,23.461
85c370cffffffff,-39.552,-65.024,430.0,337.314,367.0,16.635,171.19,303.703,0.572,0.912,0.102,5.0,2.0,160.0,15.6,281.05,5.11,50.26,matorral,50.993,38.568
85c370d3fffffff,-39.723,-65.254,157.0,341.886,367.0,32.492,171.23,303.71,0.306,1.0,0.21,3.0,2.0,161.0,15.6,281.05,5.11,50.26,matorral,40.349,14.57
85c370d7fffffff,-39.585,-65.296,47.0,352.683,367.0,91.155,619.68,314.626,0.0,1.0,0.255,1.0,1.0,169.0,15.6,281.05,5.11,50.26,matorral,29.092,17.495
85c370dbfffffff,-39.775,-65.095,208.0,336.451,367.0,14.301,76.68,292.821,0.837,0.986,0.168,3.0,12.0,90.0,15.6,281.05,5.11,50.26,matorral,54.668,14.363
85c37103fffffff,-38.316,-65.405,33.0,330.483,367.0,4.227,12.35,291.912,0.455,0.0,0.03,3.0,3.0,288.0,15.68,343.1,4.93,50.7,matorral,48.505,35.636
85c37107fffffff,-38.179,-65.446,121.0,334.361,367.0,12.414,78.8,298.33,0.521,0.926,0.132,5.0,1.0,296.0,15.68,343.1,4.93,50.7,pastizal,41.255,21.112
85c3710bfffffff,-38.37,-65.251,267.0,345.26,367.0,17.062,105.47,309.046,0.375,0.993,0.236,3.0,1.0,259.0,15.68,343.1,4.93,50.7,pastizal,53.35,48.389
85c3710ffffffff,-38.233,-65.292,90.0,322.743,367.0,4.857,32.29,283.936,0.778,0.844,0.011,6.0,1.0,308.0,15.68,343.1,4.93,50.7,matorral,55.46,35.039
85c37113fffffff,-38.399,-65.518,17.0,347.117,367.0,27.467,57.82,302.069,0.059,0.941,0.353,2.0,1.0,261.0,15.68,343.1,4.93,50.7,matorral,44.656,37.864
85c37117fffffff,-38.262,-65.56,231.0,332.916,367.0,11.629,91.58,298.673,0.801,1.0,0.069,3.0,1.0,279.0,15.68,343.1,4.93,50.7,pastizal,33.683,23.156
85c3711bfffffff,-38.453,-65.363,145.0,341.466,367.0,8.103,25.19,307.49,0.476,0.993,0.103,2.0,1.0,276.0,15.68,343.1,4.93,50.7,matorral,59.103,50.346
85c37123fffffff,-37.96,-65.375,1.0,329.78,329.78,2.58,2.58,284.77,0.0,0.0,0.0,1.0,9.0,281.0,15.65,441.65,4.75,52.74,matorral,51.736,11.485
85c3712bfffffff,-38.014,-65.222,41.0,316.71,367.0,4.916,41.03,293.164,0.829,0.902,0.024,4.0,1.0,219.0,15.65,441.65,4.75,52.74,matorral,62.094,25.972
85c37133fffffff,-38.042,-65.488,149.0,348.926,367.0,42.434,354.26,309.476,0.195,1.0,0.336,2.0,1.0,291.0,15.65,441.65,4.75,52.74,matorral,39.242,8.708
85c3713bfffffff,-38.096,-65.334,275.0,326.138,367.0,6.618,51.11,286.48,0.735,0.964,0.073,7.0,12.0,244.0,15.65,441.65,4.75,52.74,matorral,51.31,23.227
85c37143fffffff,-38.56,-65.054,101.0,344.002,367.0,33.843,768.35,309.54,0.337,0.941,0.238,5.0,2.0,171.0,15.53,427.05,4.91,52.24,matorral,43.769,66.211
85c37147fffffff,-38.423,-65.096,213.0,340.465,367.0,22.592,254.9,308.27,0.423,0.915,0.16,8.0,1.0,206.0,15.53,427.05,4.91,52.24,matorral,40.862,61.963
85c3714bfffffff,-38.613,-64.899,75.0,329.504,367.0,10.409,98.83,295.343,0.6,0.76,0.067,4.0,1.0,213.0,15.53,427.05,4.91,52.24,matorral,38.156,57.317
85c3714ffffffff,-38.476,-64.942,56.0,328.082,367.0,10.011,63.21,294.407,0.643,0.911,0.018,5.0,1.0,222.0,15.53,427.05,4.91,52.24,matorral,30.507,72.933
85c37153fffffff,-38.644,-65.166,158.0,345.893,367.0,14.494,86.64,307.804,0.114,0.987,0.158,5.0,1.0,190.0,15.53,427.05,4.91,52.24,matorral,57.168,59.468
85c37157fffffff,-38.507,-65.209,211.0,336.327,367.0,29.733,322.35,304.143,0.697,0.464,0.137,3.0,3.0,176.0,15.53,427.05,4.91,52.24,pastizal,53.032,62.797
85c3715bfffffff,-38.697,-65.011,67.0,339.872,367.0,15.141,91.85,308.376,0.209,0.896,0.075,6.0,1.0,192.0,15.53,427.05,4.91,52.24,cultivo,51.488,50.573
85c37163fffffff,-38.204,-65.026,46.0,352.113,367.0,19.02,66.01,304.301,0.0,1.0,0.196,1.0,2.0,295.0,15.4,543.85,4.8,53.93,matorral,36.635,52.178
85c37167fffffff,-38.067,-65.068,183.0,343.436,367.0,22.451,109.2,307.861,0.24,0.913,0.202,3.0,1.0,277.0,15.4,543.85,4.8,53.93,matorral,47.712,40.447
85c3716bfffffff,-38.257,-64.873,119.0,331.954,367.0,10.128,122.47,296.131,0.496,0.84,0.059,6.0,2.0,284.0,15.4,543.85,4.8,53.93,matorral,21.908,66.618
85c3716ffffffff,-38.121,-64.915,299.0,342.381,367.0,31.7,445.33,308.434,0.314,0.936,0.214,5.0,1.0,301.0,15.4,543.85,4.8,53.93,matorral,33.681,54.896
85c37173fffffff,-38.287,-65.138,140.0,346.579,367.0,12.094,47.87,307.499,0.257,0.971,0.271,3.0,1.0,279.0,15.4,543.85,4.8,53.93,pastizal,43.724,49.329
85c37177fffffff,-38.15,-65.18,150.0,333.331,367.0,12.923,126.13,298.061,0.473,0.74,0.06,4.0,1.0,280.0,15.4,543.85,4.8,53.93,matorral,51.389,37.717
85c3717bfffffff,-38.34,-64.984,335.0,339.608,367.0,29.222,281.65,304.864,0.466,0.964,0.155,5.0,1.0,262.0,15.4,543.85,4.8,53.93,matorral,29.886,63.784
85c37183fffffff,-38.428,-65.787,8.0,350.462,367.0,21.524,51.48,309.779,0.125,1.0,0.375,1.0,2.0,210.0,15.68,343.1,4.93,50.7,matorral,33.176,31.576
85c37187fffffff,-38.291,-65.828,2.0,335.46,339.32,2.265,2.28,284.84,0.0,0.0,0.0,2.0,5.0,210.0,15.68,343.1,4.93,50.7,matorral,17.675,16.176
85c3718bfffffff,-38.483,-65.632,11.0,343.609,367.0,4.719,8.98,302.816,0.0,0.545,0.091,4.0,2.0,222.0,15.68,343.1,4.93,50.7,matorral,44.756,40.781
85c3718ffffffff,-38.345,-65.673,65.0,330.424,354.62,9.113,37.01,298.214,0.908,0.985,0.0,2.0,1.0,222.0,15.68,343.1,4.93,50.7,matorral,30.547,25.457
85c37193fffffff,-38.511,-65.902,60.0,327.514,357.89,4.522,14.55,292.526,0.783,1.0,0.0,1.0,12.0,181.0,15.68,343.1,4.93,50.7,matorral,40.498,36.153
85c37197fffffff,-38.374,-65.943,31.0,352.545,367.0,26.454,94.73,316.541,0.0,0.806,0.226,2.0,2.0,221.0,15.68,343.1,4.93,50.7,matorral,25.305,25.486
85c3719bfffffff,-38.566,-65.747,213.0,337.856,367.0,12.691,81.61,303.045,0.526,0.995,0.089,4.0,1.0,193.0,15.68,343.1,4.93,50.7,matorral,48.809,47.154
85c371a3fffffff,-38.071,-65.755,99.0,338.974,367.0,21.546,174.92,301.583,0.667,0.97,0.172,3.0,1.0,236.0,15.65,441.65,4.75,52.74,matorral,16.355,4.053
85c371abfffffff,-38.125,-65.601,404.0,334.241,367.0,45.694,469.01,298.107,0.468,0.995,0.181,4.0,1.0,262.0,15.65,441.65,4.75,52.74,pastizal,27.66,8.463
85c371affffffff,-37.988,-65.641,105.0,348.114,367.0,74.486,527.74,314.076,0.533,1.0,0.362,1.0,1.0,348.0,15.65,441.65,4.75,52.74,matorral,29.744,5.867
85c371b3fffffff,-38.153,-65.869,2.0,344.385,344.45,6.695,9.51,314.325,0.0,1.0,0.0,1.0,2.0,276.0,15.65,441.65,4.75,52.74,matorral,4.056,0.834
85c371bbfffffff,-38.208,-65.714,235.0,332.674,367.0,7.196,37.01,300.056,0.77,0.996,0.094,4.0,1.0,254.0,15.65,441.65,4.75,52.74,matorral,18.841,10.642
85c371c3fffffff,-38.674,-65.435,224.0,339.577,367.0,15.288,156.71,308.349,0.384,0.987,0.188,3.0,12.0,192.0,15.68,343.1,4.93,50.7,matorral,64.338,61.626
85c371c7fffffff,-38.536,-65.477,4.0,351.45,367.0,6.678,14.41,313.332,0.0,0.75,0.25,3.0,1.0,194.0,15.68,343.1,4.93,50.7,matorral,57.837,52.58
85c371cbfffffff,-38.727,-65.28,68.0,334.774,367.0,9.92,92.25,298.595,0.324,0.971,0.132,3.0,1.0,181.0,15.68,343.1,4.93,50.7,matorral,66.096,52.708
85c371cffffffff,-38.59,-65.322,88.0,330.779,367.0,22.274,276.14,288.944,0.489,0.193,0.034,3.0,3.0,176.0,15.68,343.1,4.93,50.7,matorral,65.758,65.055
85c371d3fffffff,-38.758,-65.549,52.0,339.846,367.0,13.539,64.79,307.453,0.269,0.731,0.077,6.0,2.0,198.0,15.68,343.1,4.93,50.7,matorral,52.066,51.661
85c371d7fffffff,-38.62,-65.591,143.0,349.93,367.0,29.016,253.58,305.355,0.196,0.972,0.273,3.0,1.0,198.0,15.68,343.1,4.93,50.7,matorral,59.716,56.311
85c37203fffffff,-39.638,-64.013,519.0,339.383,367.0,18.216,264.51,298.763,0.776,0.994,0.185,5.0,12.0,102.0,15.37,419.75,5.04,55.35,matorral,64.151,36.094
85c37207fffffff,-39.502,-64.058,419.0,338.328,367.0,15.402,116.78,302.431,0.699,0.928,0.16,8.0,12.0,104.0,15.37,419.75,5.04,55.35,pastizal,56.654,32.1
85c3720bfffffff,-39.688,-63.856,514.0,343.782,367.0,26.908,399.01,304.786,0.66,0.951,0.226,6.0,12.0,79.0,15.37,419.75,5.04,55.35,matorral,69.002,49.567
85c3720ffffffff,-39.552,-63.902,452.0,339.069,367.0,14.856,204.98,304.322,0.648,0.96,0.177,4.0,12.0,64.0,15.37,419.75,5.04,55.35,matorral,64.424,45.58
85c37213fffffff,-39.724,-64.124,703.0,341.896,367.0,19.871,235.85,299.627,0.733,0.997,0.235,4.0,12.0,102.0,15.37,419.75,5.04,55.35,matorral,50.849,26.736
85c37217fffffff,-39.587,-64.169,310.0,339.632,367.0,13.14,125.34,301.549,0.781,0.887,0.171,6.0,12.0,118.0,15.37,419.75,5.04,55.35,matorral,62.36,22.591
85c3721bfffffff,-39.774,-63.967,402.0,343.428,367.0,15.72,102.73,288.798,0.856,1.0,0.264,1.0,12.0,51.0,15.37,419.75,5.04,55.35,matorral,55.538,40.264
85c37223fffffff,-39.28,-63.992,349.0,339.33,367.0,23.053,279.43,303.411,0.542,0.948,0.192,6.0,12.0,93.0,15.37,419.75,5.04,55.35,matorral,33.2,33.931
85c37227fffffff,-39.144,-64.037,242.0,340.504,367.0,27.765,279.43,306.29,0.343,0.835,0.186,6.0,1.0,110.0,15.37,419.75,5.04,55.35,matorral,17.61,18.521
85c3722bfffffff,-39.331,-63.837,246.0,342.733,367.0,25.036,283.67,303.076,0.5,0.833,0.232,8.0,12.0,56.0,15.37,419.75,5.04,55.35,matorral,43.786,40.676
85c3722ffffffff,-39.195,-63.882,275.0,331.224,367.0,10.009,126.17,293.622,0.604,0.029,0.069,9.0,3.0,105.0,15.37,419.75,5.04,55.35,matorral,29.157,25.168
85c37233fffffff,-39.365,-64.103,562.0,339.321,367.0,23.088,749.05,300.902,0.635,0.829,0.155,8.0,12.0,117.0,15.37,419.75,5.04,55.35,matorral,41.423,28.105
85c37237fffffff,-39.229,-64.148,42.0,338.89,367.0,31.433,296.62,296.368,0.357,0.548,0.19,6.0,1.0,124.0,15.37,419.75,5.04,55.35,matorral,26.669,24.069
85c3723bfffffff,-39.416,-63.947,539.0,333.225,367.0,10.8,244.12,295.898,0.596,0.935,0.13,4.0,12.0,120.0,15.37,419.75,5.04,55.35,matorral,48.806,41.586
85c37243fffffff,-39.874,-63.654,1025.0,338.208,367.0,40.39,2066.4,295.353,0.72,0.785,0.161,3.0,12.0,51.0,15.32,357.7,5.09,54.81,matorral,61.238,57.692
85c37247fffffff,-39.738,-63.7,168.0,335.8,367.0,18.504,75.63,297.164,0.393,0.667,0.095,4.0,12.0,20.0,15.32,357.7,5.09,54.81,matorral,76.308,63.179
85c3724bfffffff,-39.924,-63.497,886.0,340.583,367.0,39.192,1090.6,295.836,0.905,0.929,0.208,3.0,12.0,33.0,15.32,357.7,5.09,54.81,matorral,57.675,61.17
85c3724ffffffff,-39.788,-63.543,261.0,328.277,367.0,31.251,1020.97,288.616,0.939,0.977,0.138,2.0,12.0,4.0,15.32,357.7,5.09,54.81,matorral,71.643,70.814
85c37253fffffff,-39.961,-63.764,647.0,339.907,367.0,40.578,360.87,303.642,0.532,0.997,0.167,2.0,12.0,61.0,15.32,357.7,5.09,54.81,matorral,52.217,44.651
85c37257fffffff,-39.825,-63.81,396.0,341.117,367.0,43.371,452.67,305.446,0.396,0.904,0.169,6.0,12.0,45.0,15.32,357.7,5.09,54.81,matorral,63.247,53.765
85c3725bfffffff,-40.01,-63.607,645.0,335.684,367.0,54.022,663.79,299.62,0.842,1.0,0.146,3.0,12.0,49.0,15.32,357.7,5.09,54.81,matorral,46.43,47.73
85c37263fffffff,-39.517,-63.636,253.0,344.536,367.0,24.962,190.4,301.096,0.099,0.435,0.138,11.0,2.0,89.0,15.37,419.75,5.04,55.35,matorral,70.579,64.391
85c37267fffffff,-39.381,-63.682,500.0,340.909,367.0,24.978,267.68,303.321,0.312,0.494,0.144,6.0,11.0,84.0,15.37,419.75,5.04,55.35,matorral,56.157,49.077
85c3726bfffffff,-39.567,-63.48,283.0,338.593,367.0,9.058,52.88,294.271,0.35,0.678,0.148,6.0,2.0,75.0,15.37,419.75,5.04,55.35,matorral,69.084,68.876
85c3726ffffffff,-39.431,-63.526,520.0,344.562,367.0,22.832,282.96,305.782,0.281,0.798,0.196,9.0,1.0,83.0,15.37,419.75,5.04,55.35,matorral,69.348,55.577
85c37273fffffff,-39.602,-63.746,184.0,344.95,367.0,22.302,139.39,305.573,0.076,0.386,0.168,9.0,3.0,94.0,15.37,419.75,5.04,55.35,matorral,74.253,59.032
85c37277fffffff,-39.467,-63.791,563.0,339.39,367.0,21.508,223.44,300.006,0.586,0.694,0.188,8.0,12.0,112.0,15.37,419.75,5.04,55.35,matorral,58.918,55.039
85c3727bfffffff,-39.652,-63.59,162.0,340.168,367.0,17.984,149.3,298.135,0.327,0.667,0.185,8.0,1.0,71.0,15.37,419.75,5.04,55.35,matorral,79.806,72.45
85c37283fffffff,-39.759,-64.393,366.0,342.201,367.0,24.854,241.91,305.224,0.257,0.945,0.18,5.0,1.0,117.0,15.42,317.55,5.17,52.9,matorral,38.618,3.665
85c37287fffffff,-39.622,-64.438,156.0,339.703,367.0,27.871,242.51,303.142,0.288,0.724,0.096,9.0,12.0,123.0,15.42,317.55,5.17,52.9,matorral,53.474,0.5
85c3728bfffffff,-39.81,-64.236,188.0,342.758,367.0,42.784,312.26,307.446,0.356,0.995,0.213,3.0,1.0,63.0,15.42,317.55,5.17,52.9,matorral,37.657,17.246
85c3728ffffffff,-39.673,-64.281,315.0,341.772,367.0,20.231,125.34,307.915,0.946,0.981,0.203,5.0,12.0,117.0,15.42,317.55,5.17,52.9,matorral,50.082,13.044
85c37293fffffff,-39.845,-64.506,98.0,324.165,367.0,6.525,121.64,282.354,0.633,0.276,0.071,8.0,3.0,97.0,15.42,317.55,5.17,52.9,matorral,28.999,5.873
85c37297fffffff,-39.708,-64.551,524.0,334.308,367.0,18.319,229.31,283.098,0.595,0.135,0.124,8.0,3.0,123.0,15.42,317.55,5.17,52.9,matorral,44.665,9.943
85c3729bfffffff,-39.896,-64.349,331.0,335.767,367.0,23.433,399.86,297.876,0.604,0.74,0.133,7.0,1.0,69.0,15.42,317.55,5.17,52.9,matorral,24.809,7.737
85c372a3fffffff,-39.4,-64.37,201.0,340.748,367.0,22.115,162.19,309.236,0.512,0.905,0.149,6.0,12.0,130.0,15.55,335.8,5.13,52.27,matorral,51.016,5.062
85c372a7fffffff,-39.263,-64.415,88.0,344.859,367.0,16.276,85.13,306.116,0.0,0.08,0.136,6.0,3.0,137.0,15.55,335.8,5.13,52.27,matorral,40.682,1.061
85c372abfffffff,-39.451,-64.214,518.0,329.047,367.0,10.797,82.04,290.353,0.772,0.986,0.089,6.0,12.0,104.0,15.55,335.8,5.13,52.27,matorral,51.902,18.595
85c372affffffff,-39.314,-64.259,48.0,342.379,367.0,15.172,148.36,306.745,0.104,0.021,0.062,8.0,3.0,124.0,15.55,335.8,5.13,52.27,matorral,38.41,14.596
85c372b3fffffff,-39.485,-64.482,238.0,334.219,367.0,14.745,185.9,299.667,0.676,0.87,0.067,5.0,12.0,146.0,15.55,335.8,5.13,52.27,matorral,64.016,4.499
85c372b7fffffff,-39.348,-64.527,9.0,339.617,367.0,13.394,37.76,300.763,0.333,0.333,0.111,4.0,9.0,139.0,15.55,335.8,5.13,52.27,matorral,54.18,8.499
85c372bbfffffff,-39.536,-64.326,167.0,341.018,367.0,24.221,214.48,306.465,0.581,0.892,0.198,5.0,12.0,137.0,15.55,335.8,5.13,52.27,matorral,63.552,9.059
85c372c3fffffff,-39.997,-64.033,345.0,341.945,367.0,28.098,379.12,303.562,0.403,0.988,0.252,3.0,12.0,80.0,15.32,357.7,5.09,54.81,matorral,37.884,29.228
85c372c7fffffff,-39.86,-64.079,474.0,325.533,367.0,15.121,442.42,286.9,0.939,0.998,0.057,2.0,12.0,60.0,15.32,357.7,5.09,54.81,matorral,42.052,30.802
85c372cbfffffff,-40.047,-63.876,507.0,342.906,367.0,25.732,212.5,304.516,0.28,0.984,0.16,5.0,1.0,71.0,15.32,357.7,5.09,54.81,matorral,45.444,31.57
85c372cffffffff,-39.911,-63.922,352.0,337.905,367.0,27.166,305.11,299.908,0.452,0.997,0.207,1.0,12.0,55.0,15.32,357.7,5.09,54.81,pastizal,50.365,42.709
85c372d3fffffff,-40.084,-64.146,528.0,339.853,367.0,25.824,301.6,302.286,0.453,0.996,0.229,5.0,12.0,82.0,15.32,357.7,5.09,54.81,matorral,26.43,15.738
85c372d7fffffff,-39.947,-64.191,557.0,336.458,367.0,44.833,1394.69,297.111,0.623,0.646,0.187,5.0,12.0,66.0,15.32,357.7,5.09,54.81,matorral,28.56,21.28
85c372dbfffffff,-40.134,-63.988,365.0,347.108,367.0,50.97,449.55,309.673,0.255,0.989,0.301,5.0,12.0,87.0,15.32,357.7,5.09,54.81,matorral,39.926,18.745
85c37303fffffff,-38.686,-64.325,156.0,345.674,367.0,11.877,102.51,299.35,0.032,0.859,0.109,5.0,12.0,115.0,15.75,521.95,4.77,54.28,matorral,39.043,21.837
85c37307fffffff,-38.55,-64.369,377.0,332.689,367.0,17.487,521.67,289.801,0.679,0.828,0.138,5.0,1.0,115.0,15.75,521.95,4.77,54.28,matorral,33.964,25.96
85c3730bfffffff,-38.737,-64.171,90.0,334.078,367.0,12.633,92.64,300.931,0.556,0.8,0.133,5.0,1.0,7.0,15.75,521.95,4.77,54.28,matorral,28.425,8.238
85c3730ffffffff,-38.602,-64.215,306.0,335.654,367.0,16.04,159.65,303.486,0.431,0.935,0.131,5.0,1.0,24.0,15.75,521.95,4.77,54.28,matorral,43.978,12.373
85c37313fffffff,-38.77,-64.435,189.0,337.182,367.0,11.847,80.98,300.631,0.429,0.767,0.116,5.0,12.0,137.0,15.75,521.95,4.77,54.28,pastizal,38.313,30.728
85c37317fffffff,-38.634,-64.479,281.0,341.484,367.0,19.397,149.26,306.668,0.324,0.598,0.135,5.0,12.0,129.0,15.75,521.95,4.77,54.28,matorral,36.268,35.31
85c3731bfffffff,-38.821,-64.281,358.0,336.812,367.0,19.874,447.35,303.392,0.573,0.947,0.148,6.0,1.0,118.0,15.75,521.95,4.77,54.28,pastizal,24.588,17.91
85c37323fffffff,-38.331,-64.303,647.0,337.913,367.0,21.087,215.61,303.419,0.456,0.898,0.206,8.0,1.0,128.0,15.75,521.95,4.77,54.28,matorral,29.85,20.213
85c37327fffffff,-38.195,-64.346,94.0,348.339,367.0,46.811,234.49,310.334,0.074,0.872,0.223,5.0,1.0,130.0,15.75,521.95,4.77,54.28,matorral,30.246,24.197
85c3732bfffffff,-38.382,-64.15,661.0,340.85,367.0,35.783,472.88,305.384,0.402,0.971,0.195,6.0,1.0,44.0,15.75,521.95,4.77,54.28,matorral,43.583,6.696
85c3732ffffffff,-38.247,-64.193,562.0,339.419,367.0,24.809,207.82,305.35,0.461,0.993,0.196,4.0,2.0,98.0,15.75,521.95,4.77,54.28,pastizal,40.576,10.529
85c37333fffffff,-38.414,-64.412,237.0,338.301,367.0,17.04,99.45,293.378,0.35,0.882,0.105,8.0,1.0,222.0,15.75,521.95,4.77,54.28,matorral,22.112,29.723
85c37337fffffff,-38.279,-64.456,69.0,337.351,367.0,18.401,157.87,291.789,0.0,0.029,0.029,6.0,7.0,205.0,15.75,521.95,4.77,54.28,matorral,17.548,33.324
85c3733bfffffff,-38.466,-64.259,905.0,339.473,367.0,32.787,509.92,303.083,0.372,0.975,0.245,6.0,1.0,187.0,15.75,521.95,4.77,54.28,pastizal,36.731,16.537
85c37343fffffff,-38.924,-63.972,244.0,336.038,367.0,32.64,747.22,299.378,0.504,1.0,0.139,2.0,1.0,92.0,15.56,503.7,4.76,56.88,matorral,12.347,5.165
85c37347fffffff,-38.788,-64.017,812.0,335.571,367.0,17.061,174.03,299.368,0.615,0.977,0.165,6.0,1.0,101.0,15.56,503.7,4.76,56.88,matorral,22.771,5.047
85c3734bfffffff,-38.975,-63.818,348.0,329.941,367.0,7.639,110.99,295.324,0.782,0.983,0.075,4.0,1.0,101.0,15.56,503.7,4.76,56.88,matorral,23.733,2.706
85c3734ffffffff,-38.839,-63.863,379.0,327.038,367.0,21.581,350.01,296.382,0.557,1.0,0.063,1.0,1.0,65.0,15.56,503.7,4.76,56.88,matorral,25.564,12.837
85c37353fffffff,-39.008,-64.082,410.0,332.811,367.0,9.162,102.15,293.191,0.424,0.417,0.08,12.0,1.0,84.0,15.56,503.7,4.76,56.88,otro_0,2.133,3.669
85c37357fffffff,-38.873,-64.126,502.0,335.354,367.0,22.195,641.03,299.377,0.616,1.0,0.145,2.0,1.0,91.0,15.56,503.7,4.76,56.88,matorral,12.862,4.544
85c3735bfffffff,-39.059,-63.927,296.0,329.426,367.0,8.489,99.87,293.864,0.534,0.493,0.054,12.0,1.0,107.0,15.56,503.7,4.76,56.88,matorral,16.403,9.879
85c37363fffffff,-38.569,-63.952,719.0,341.322,367.0,34.909,331.29,305.936,0.313,0.982,0.206,6.0,1.0,33.0,15.83,580.35,4.69,56.89,matorral,47.753,10.344
85c37367fffffff,-38.434,-63.997,212.0,349.627,367.0,32.236,205.21,313.233,0.104,0.986,0.316,5.0,1.0,-14.0,15.83,580.35,4.69,56.89,matorral,57.714,6.521
85c3736bfffffff,-38.62,-63.799,584.0,332.616,367.0,19.982,1529.14,299.165,0.582,0.991,0.086,5.0,1.0,-23.0,15.83,580.35,4.69,56.89,matorral,47.811,23.919
85c3736ffffffff,-38.485,-63.844,70.0,337.687,367.0,15.587,147.37,300.268,0.286,0.7,0.129,4.0,1.0,50.0,15.83,580.35,4.69,56.89,matorral,57.487,19.71
85c37373fffffff,-38.653,-64.061,326.0,329.243,367.0,10.141,117.61,296.361,0.586,0.966,0.126,6.0,1.0,-5.0,15.83,580.35,4.69,56.89,matorral,36.98,1.137
85c37377fffffff,-38.518,-64.105,450.0,344.983,367.0,37.754,330.4,309.108,0.216,0.931,0.262,4.0,1.0,54.0,15.83,580.35,4.69,56.89,matorral,51.323,2.897
85c3737bfffffff,-38.704,-63.908,787.0,339.13,367.0,22.89,566.86,301.938,0.367,0.981,0.169,6.0,1.0,8.0,15.83,580.35,4.69,56.89,matorral,35.018,14.533
85c37383fffffff,-38.802,-64.701,124.0,343.207,367.0,22.098,292.88,306.975,0.25,0.661,0.226,10.0,1.0,132.0,15.68,317.55,5.03,50.72,matorral,52.179,32.829
85c37387fffffff,-38.665,-64.744,111.0,326.064,367.0,5.746,35.25,285.47,0.658,0.613,0.027,7.0,1.0,222.0,15.68,317.55,5.03,50.72,pastizal,37.824,48.447
85c3738bfffffff,-38.854,-64.546,204.0,337.362,367.0,12.255,168.66,296.765,0.181,0.24,0.078,12.0,8.0,101.0,15.68,317.55,5.03,50.72,matorral,41.829,23.971
